,REGION,ILITOTAL,TOTAL PATIENTS,Season,A_H1,A_H3,BVic,BYam,A_2009_H1N1,Total_Tested,B,H3N2v,ILI_Percent,A_H1_Percent,A_H3_Percent,BVic_Percent,BYam_Percent,A_2009_H1N1_Percent,B_Percent,H3N2v_Percent
292,Wisconsin,4216.0,252617.0,15.0,0.0,41.0,68.0,74.0,750.0,4050.0,4.0,0.0,0.01668929644481567,0.0,0.010123456790123457,0.016790123456790124,0.018271604938271607,0.18518518518518517,0.0009876543209876543,0.0
293,Wyoming,1608.0,185701.0,15.0,0.0,27.0,1.0,42.0,104.0,494.0,2.0,0.0,0.008659080995794315,0.0,0.05465587044534413,0.0020242914979757085,0.08502024291497975,0.21052631578947367,0.004048582995951417,0.0
294,Alabama,12006.0,352609.0,16.0,,227.0,15.0,14.0,3.0,570.0,2.0,0.0,0.03404904582696414,,0.39824561403508774,0.02631578947368421,0.02456140350877193,0.005263157894736842,0.0035087719298245615,0.0
295,Alaska,1181.0,73995.0,16.0,,905.0,2.0,11.0,14.0,5222.0,252.0,0.0,0.015960537874180687,,0.1733052470317886,0.00038299502106472615,0.0021064726158559937,0.002680965147453083,0.04825737265415549,0.0
296,Arizona,18367.0,1095776.0,16.0,,1630.0,227.0,578.0,63.0,2975.0,5.0,0.0,0.016761637414946122,,0.5478991596638656,0.07630252100840336,0.19428571428571428,0.021176470588235293,0.0016806722689075631,0.0
297,Arkansas,4156.0,157000.0,16.0,,51.0,4.0,0.0,0.0,121.0,0.0,0.0,0.026471337579617834,,0.4214876033057851,0.03305785123966942,0.0,0.0,0.0,0.0
298,California,42540.0,2254616.0,16.0,,4696.0,28.0,152.0,184.0,14074.0,116.0,0.0,0.018867958002604435,,0.3336649140258633,0.001989484155179764,0.010800056842404433,0.013073753019752736,0.008242148642887593,0.0
299,Colorado,1878.0,170035.0,16.0,,267.0,31.0,219.0,3.0,714.0,4.0,0.0,0.011044784897227041,,0.3739495798319328,0.04341736694677871,0.3067226890756303,0.004201680672268907,0.0056022408963585435,0.0
300,Connecticut,3056.0,143010.0,16.0,,968.0,62.0,263.0,19.0,1348.0,0.0,0.0,0.02136913502552269,,0.7181008902077152,0.04599406528189911,0.19510385756676557,0.014094955489614243,0.0,0.0
301,Delaware,359.0,136000.0,16.0,,659.0,27.0,127.0,5.0,3090.0,11.0,1.0,0.002639705882352941,,0.21326860841423947,0.008737864077669903,0.04110032362459547,0.0016181229773462784,0.0035598705501618125,0.00032362459546925567
302,Georgia,69727.0,2522381.0,16.0,,1058.0,333.0,167.0,27.0,3956.0,34.0,0.0,0.027643325889308554,,0.26744186046511625,0.08417593528816987,0.04221435793731042,0.006825075834175936,0.008594539939332659,0.0
303,Hawaii,1537.0,65346.0,16.0,,889.0,89.0,189.0,53.0,2442.0,7.0,0.0,0.023520950019894103,,0.36404586404586403,0.03644553644553645,0.0773955773955774,0.021703521703521703,0.0028665028665028664,0.0
304,Idaho,682.0,72922.0,16.0,,983.0,16.0,26.0,9.0,1311.0,1.0,0.0,0.009352458791585529,,0.7498093058733791,0.012204424103737605,0.019832189168573607,0.006864988558352402,0.0007627765064836003,0.0
305,Illinois,45296.0,2292568.0,16.0,,479.0,325.0,80.0,6.0,3060.0,3.0,0.0,0.019757756367531954,,0.1565359477124183,0.10620915032679738,0.026143790849673203,0.00196078431372549,0.000980392156862745,0.0
306,Indiana,4379.0,245759.0,16.0,,694.0,112.0,122.0,39.0,1255.0,2.0,0.0,0.01781826911730598,,0.552988047808765,0.08924302788844622,0.09721115537848606,0.031075697211155377,0.0015936254980079682,0.0
307,Iowa,945.0,119488.0,16.0,,822.0,79.0,150.0,15.0,1839.0,7.0,0.0,0.007908743974290306,,0.4469820554649266,0.042958129418162044,0.08156606851549755,0.008156606851549755,0.0038064165307232192,0.0
308,Kansas,6786.0,279327.0,16.0,,122.0,2.0,10.0,4.0,330.0,15.0,0.0,0.02429410690695851,,0.3696969696969697,0.006060606060606061,0.030303030303030304,0.012121212121212121,0.045454545454545456,0.0
309,Kentucky,12321.0,692093.0,16.0,,250.0,3.0,9.0,20.0,541.0,57.0,0.0,0.017802520759493304,,0.46210720887245843,0.005545286506469501,0.0166358595194085,0.036968576709796676,0.10536044362292052,0.0
310,Louisiana,61598.0,2554202.0,16.0,,602.0,37.0,155.0,40.0,1947.0,33.0,0.0,0.024116338488498562,,0.3091936312275295,0.019003595274781716,0.07960965588084232,0.02054442732408834,0.01694915254237288,0.0
311,Maine,2157.0,236405.0,16.0,,268.0,8.0,53.0,0.0,894.0,137.0,0.0,0.00912417250058163,,0.29977628635346754,0.008948545861297539,0.0592841163310962,0.0,0.15324384787472037,0.0
312,Maryland,7597.0,393748.0,16.0,,2068.0,94.0,557.0,57.0,5997.0,16.0,39.0,0.019294066255574633,,0.34483908620977155,0.01567450391862598,0.0928797732199433,0.009504752376188095,0.0026680006670001667,0.0065032516258129065
313,Massachusetts,14740.0,1332557.0,16.0,,312.0,0.0,4.0,6.0,485.0,1.0,0.0,0.01106144052374495,,0.643298969072165,0.0,0.008247422680412371,0.012371134020618556,0.002061855670103093,0.0
314,Michigan,17735.0,1078052.0,16.0,,541.0,57.0,145.0,20.0,962.0,29.0,1.0,0.016450968969956924,,0.5623700623700624,0.059251559251559255,0.15072765072765074,0.02079002079002079,0.030145530145530147,0.0010395010395010396
315,Minnesota,5484.0,258982.0,16.0,,1513.0,75.0,808.0,24.0,6521.0,2.0,0.0,0.021175216810434702,,0.23201962889127434,0.011501303481061187,0.12390737616929919,0.0036804171139395796,0.00030670142616163164,0.0
316,Mississippi,27172.0,913596.0,16.0,,143.0,15.0,20.0,9.0,355.0,1.0,0.0,0.029741811479034496,,0.4028169014084507,0.04225352112676056,0.056338028169014086,0.02535211267605634,0.0028169014084507044,0.0
317,Missouri,6037.0,287626.0,16.0,,141.0,6.0,9.0,3.0,363.0,0.0,0.0,0.020989062184920696,,0.3884297520661157,0.01652892561983471,0.024793388429752067,0.008264462809917356,0.0,0.0
318,Montana,208.0,134791.0,16.0,,314.0,0.0,37.0,36.0,739.0,4.0,0.0,0.0015431297341810654,,0.4248985115020298,0.0,0.05006765899864682,0.04871447902571042,0.005412719891745603,0.0
319,Nebraska,1216.0,129601.0,16.0,,111.0,9.0,12.0,5.0,280.0,8.0,0.0,0.009382643652440953,,0.3964285714285714,0.03214285714285714,0.04285714285714286,0.017857142857142856,0.02857142857142857,0.0
320,Nevada,7943.0,838730.0,16.0,,270.0,2.0,43.0,13.0,568.0,5.0,0.0,0.009470270528060282,,0.4753521126760563,0.0035211267605633804,0.07570422535211267,0.022887323943661973,0.008802816901408451,0.0
321,New Hampshire,993.0,162415.0,16.0,,218.0,4.0,46.0,2.0,410.0,1.0,0.0,0.006113967305975433,,0.5317073170731708,0.00975609756097561,0.11219512195121951,0.004878048780487805,0.0024390243902439024,0.0
322,New Jersey,21695.0,661483.0,16.0,,285.0,2.0,3.0,4.0,668.0,74.0,0.0,0.03279751709416569,,0.42664670658682635,0.0029940119760479044,0.004491017964071856,0.005988023952095809,0.11077844311377245,0.0
323,New Mexico,9531.0,480955.0,16.0,,481.0,6.0,58.0,14.0,1818.0,2.0,0.0,0.01981682277967793,,0.2645764576457646,0.0033003300330033004,0.0319031903190319,0.007700770077007701,0.0011001100110011,0.0
324,New York,16021.0,524369.0,16.0,,857.0,39.0,164.0,10.0,2581.0,56.0,0.0,0.030552912166813828,,0.33204184424641614,0.015110422316931422,0.063541263076327,0.0038744672607516468,0.02169701666020922,0.0
325,North Carolina,13924.0,558155.0,16.0,,285.0,28.0,60.0,39.0,901.0,8.0,0.0,0.024946475441409644,,0.316315205327414,0.03107658157602664,0.06659267480577137,0.04328523862375139,0.008879023307436182,0.0
326,North Dakota,874.0,59314.0,16.0,,351.0,37.0,278.0,26.0,1029.0,10.0,1.0,0.014735138415888324,,0.34110787172011664,0.03595724003887269,0.27016520894071916,0.025267249757045675,0.009718172983479106,0.0009718172983479105
327,Ohio,10321.0,823605.0,16.0,,832.0,64.0,173.0,13.0,1431.0,31.0,15.0,0.012531492645139357,,0.5814116002795248,0.04472396925227114,0.12089447938504543,0.009084556254367574,0.02166317260656883,0.010482180293501049
328,Oklahoma,9213.0,223488.0,16.0,,220.0,3.0,62.0,27.0,824.0,18.0,0.0,0.041223689862542955,,0.2669902912621359,0.0036407766990291263,0.07524271844660194,0.032766990291262135,0.021844660194174758,0.0
329,Oregon,3009.0,211261.0,16.0,,246.0,0.0,0.0,1.0,457.0,53.0,0.0,0.014243045332550731,,0.5382932166301969,0.0,0.0,0.002188183807439825,0.11597374179431072,0.0
330,Pennsylvania,10997.0,637729.0,16.0,,533.0,49.0,50.0,4.0,1382.0,8.0,1.0,0.017244001762504135,,0.38567293777134587,0.03545586107091172,0.0361794500723589,0.002894356005788712,0.005788712011577424,0.000723589001447178
331,Rhode Island,2258.0,214881.0,16.0,,143.0,3.0,66.0,3.0,447.0,0.0,0.0,0.010508141715647266,,0.319910514541387,0.006711409395973154,0.1476510067114094,0.006711409395973154,0.0,0.0
332,South Carolina,7830.0,251264.0,16.0,,263.0,55.0,36.0,10.0,1077.0,22.0,0.0,0.03116244268976057,,0.24419684308263695,0.0510677808727948,0.033426183844011144,0.009285051067780872,0.02042711234911792,0.0
333,South Dakota,6075.0,375428.0,16.0,,479.0,64.0,206.0,22.0,1275.0,16.0,0.0,0.016181531478738933,,0.3756862745098039,0.05019607843137255,0.16156862745098038,0.017254901960784313,0.012549019607843137,0.0
334,Tennessee,12764.0,461002.0,16.0,,350.0,3.0,9.0,24.0,2601.0,135.0,0.0,0.0276875154554644,,0.13456362937331795,0.0011534025374855825,0.0034602076124567475,0.00922722029988466,0.05190311418685121,0.0
335,Texas,45682.0,1230261.0,16.0,,397.0,35.0,115.0,49.0,1713.0,51.0,0.0,0.037131958177980116,,0.23175715119673088,0.020431990659661413,0.06713368359603035,0.028604786923525978,0.0297723292469352,0.0
336,Utah,9557.0,920038.0,16.0,,863.0,45.0,128.0,8.0,1358.0,7.0,0.0,0.010387614424621591,,0.6354933726067746,0.03313696612665685,0.09425625920471281,0.005891016200294551,0.005154639175257732,0.0
337,Vermont,1033.0,99411.0,16.0,,233.0,0.0,2.0,3.0,371.0,51.0,0.0,0.010391204192694974,,0.628032345013477,0.0,0.005390835579514825,0.008086253369272238,0.13746630727762804,0.0
338,Virginia,104421.0,4600225.0,16.0,,677.0,26.0,138.0,17.0,1662.0,31.0,0.0,0.022699107108891413,,0.4073405535499398,0.015643802647412757,0.08303249097472924,0.01022864019253911,0.01865222623345367,0.0
339,Washington,1536.0,194677.0,16.0,,534.0,9.0,53.0,18.0,1076.0,19.0,0.0,0.007889992140828141,,0.4962825278810409,0.008364312267657992,0.04925650557620818,0.016728624535315983,0.017657992565055763,0.0
340,West Virginia,13443.0,930335.0,16.0,,360.0,0.0,1.0,2.0,729.0,127.0,0.0,0.014449633734085034,,0.49382716049382713,0.0,0.0013717421124828531,0.0027434842249657062,0.17421124828532236,0.0
341,Wisconsin,3227.0,197909.0,16.0,,1011.0,86.0,261.0,31.0,4887.0,6.0,0.0,0.016305473727824406,,0.20687538367096378,0.017597708205443013,0.053406998158379376,0.0063433599345201555,0.0012277470841006752,0.0
342,Wyoming,2359.0,196098.0,16.0,,273.0,1.0,29.0,2.0,839.0,12.0,0.0,0.012029699435996287,,0.3253873659117998,0.0011918951132300357,0.03456495828367104,0.0023837902264600714,0.014302741358760428,0.0
343,Alabama,63300.0,1547485.0,17.0,,204.0,4.0,66.0,131.0,823.0,7.0,0.0,0.040905081470902785,,0.24787363304981774,0.004860267314702308,0.08019441069258809,0.1591737545565006,0.00850546780072904,0.0
344,Alaska,8270.0,205160.0,17.0,,651.0,1.0,5.0,173.0,3452.0,347.0,0.0,0.0403100019496978,,0.18858632676709153,0.00028968713789107763,0.0014484356894553883,0.05011587485515643,0.10052143684820394,0.0
345,Arizona,25857.0,839200.0,17.0,,2055.0,197.0,720.0,180.0,3366.0,8.0,0.0,0.03081148713060057,,0.6105169340463458,0.05852644087938206,0.21390374331550802,0.053475935828877004,0.0023767082590612004,0.0
346,Arkansas,6270.0,174189.0,17.0,,101.0,0.0,43.0,21.0,413.0,19.0,0.0,0.03599538432392401,,0.24455205811138014,0.0,0.10411622276029056,0.05084745762711865,0.04600484261501211,0.0
347,California,55602.0,2300927.0,17.0,,4664.0,282.0,1289.0,661.0,15664.0,702.0,0.0,0.024165043045694192,,0.29775280898876405,0.01800306435137896,0.08229060265577119,0.04219867211440245,0.044816138917262514,0.0
348,Colorado,13528.0,1068550.0,17.0,,501.0,2.0,162.0,54.0,1087.0,19.0,0.0,0.012660146928080108,,0.4609015639374425,0.0018399264029438822,0.14903403863845446,0.04967801287948482,0.017479300827966882,0.0
349,Connecticut,5021.0,155100.0,17.0,,887.0,47.0,423.0,161.0,2259.0,1.0,0.0,0.032372662798194715,,0.3926516157591855,0.02080566622399292,0.18725099601593626,0.07127047366091191,0.0004426737494466578,0.0
350,Delaware,945.0,134424.0,17.0,,382.0,100.0,206.0,163.0,2822.0,24.0,0.0,0.007029994643813604,,0.13536498936924168,0.03543586109142452,0.07299787384833452,0.05776045357902197,0.008504606661941885,0.0
351,Georgia,94462.0,2431965.0,17.0,,582.0,6.0,254.0,261.0,2051.0,38.0,0.0,0.03884184188506002,,0.2837640175524135,0.0029254022428083864,0.12384202827888835,0.1272549975621648,0.018527547537786446,0.0
352,Hawaii,1879.0,62196.0,17.0,,1072.0,42.0,500.0,102.0,3315.0,8.0,0.0,0.03021094604154608,,0.32337858220211163,0.012669683257918552,0.15082956259426847,0.03076923076923077,0.0024132730015082957,0.0
353,Idaho,631.0,52768.0,17.0,,477.0,9.0,435.0,94.0,1273.0,6.0,0.0,0.011958004851425105,,0.37470542026708564,0.007069913589945012,0.34171249018067557,0.07384131971720345,0.004713275726630008,0.0
354,Illinois,46425.0,2186362.0,17.0,,722.0,1.0,398.0,144.0,3475.0,22.0,0.0,0.021233903626206457,,0.20776978417266187,0.00028776978417266187,0.11453237410071943,0.04143884892086331,0.006330935251798561,0.0
355,Indiana,5563.0,200225.0,17.0,,562.0,14.0,233.0,126.0,1307.0,11.0,1.0,0.0277837432888001,,0.4299923488905891,0.010711553175210406,0.1782708492731446,0.09640397857689365,0.008416220351951033,0.0007651109410864575
356,Iowa,1688.0,145228.0,17.0,,980.0,2.0,480.0,60.0,2524.0,2.0,1.0,0.01162310298289586,,0.38827258320126784,0.000792393026941363,0.1901743264659271,0.02377179080824089,0.000792393026941363,0.0003961965134706815
357,Kansas,10297.0,257950.0,17.0,,54.0,2.0,15.0,23.0,229.0,21.0,0.0,0.039918588873812756,,0.23580786026200873,0.008733624454148471,0.06550218340611354,0.10043668122270742,0.09170305676855896,0.0
358,Kentucky,15917.0,439598.0,17.0,,377.0,13.0,297.0,104.0,1082.0,14.0,0.0,0.03620808101947689,,0.34842883548983367,0.012014787430683918,0.2744916820702403,0.09611829944547134,0.012939001848428836,0.0
359,Louisiana,103347.0,2775965.0,17.0,,304.0,3.0,124.0,135.0,1991.0,48.0,0.0,0.03722921578622209,,0.15268709191361124,0.0015067805123053742,0.0622802611752888,0.06780512305374184,0.024108488196885988,0.0
360,Maine,1296.0,203451.0,17.0,,316.0,33.0,115.0,55.0,1172.0,0.0,0.0,0.0063700841971776985,,0.2696245733788396,0.028156996587030716,0.09812286689419795,0.04692832764505119,0.0,0.0
361,Maryland,6716.0,330362.0,17.0,,1911.0,139.0,760.0,591.0,8114.0,10.0,0.0,0.02032921461911479,,0.23551885629775696,0.017130884890313038,0.09366526990386985,0.07283707172787775,0.0012324377618930244,0.0
362,Massachusetts,27324.0,1532499.0,17.0,,156.0,0.0,2.0,31.0,491.0,2.0,0.0,0.017829701683328994,,0.31771894093686354,0.0,0.004073319755600814,0.06313645621181263,0.004073319755600814,0.0
363,Michigan,21860.0,1136974.0,17.0,,588.0,7.0,174.0,95.0,1067.0,58.0,0.0,0.019226473076781,,0.5510777881911902,0.006560449859418931,0.16307403936269915,0.08903467666354264,0.05435801312089972,0.0
364,Minnesota,7268.0,294931.0,17.0,,2828.0,52.0,577.0,170.0,7624.0,2.0,0.0,0.024643052103712395,,0.3709338929695698,0.006820566631689402,0.07568205666316893,0.02229800629590766,0.00026232948583420777,0.0
365,Mississippi,37580.0,882626.0,17.0,,127.0,0.0,75.0,80.0,432.0,2.0,0.0,0.0425774903526522,,0.29398148148148145,0.0,0.1736111111111111,0.18518518518518517,0.004629629629629629,0.0
