REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Rhode Island,2015,27,2,20,4708
States,South Carolina,2015,27,2,8,1893
States,South Dakota,2015,27,31,22,5358
States,Tennessee,2015,27,4,56,7385
States,Texas,2015,27,383,85,30161
States,Utah,2015,27,124,41,17415
States,Vermont,2015,27,0,3,630
States,Virginia,2015,27,701,111,74466
States,Washington,2015,27,12,30,2285
States,West Virginia,2015,27,32,29,11295
States,Wisconsin,2015,27,8,23,2424
States,Wyoming,2015,27,1,15,2486
States,Alabama,2015,28,46,13,4300
States,Alaska,2015,28,7,5,1058
States,Arizona,2015,28,125,51,19310
States,Arkansas,2015,28,7,7,2142
States,California,2015,28,339,94,26689
States,Colorado,2015,28,8,6,3010
States,Connecticut,2015,28,11,14,2820
States,Delaware,2015,28,0,7,1576
States,Georgia,2015,28,117,27,22811
States,Hawaii,2015,28,15,15,1611
States,Idaho,2015,28,7,3,1370
States,Illinois,2015,28,437,68,42473
States,Indiana,2015,28,9,24,3661
States,Iowa,2015,28,1,4,862
States,Kansas,2015,28,4,14,3294
States,Kentucky,2015,28,3,12,20017
States,Louisiana,2015,28,468,71,40998
States,Maine,2015,28,38,25,4731
States,Maryland,2015,28,76,21,4034
States,Massachusetts,2015,28,107,24,18485
States,Michigan,2015,28,32,40,13120
States,Minnesota,2015,28,35,12,4638
States,Mississippi,2015,28,213,43,17211
States,Missouri,2015,28,7,17,2684
States,Montana,2015,28,0,5,1747
States,Nebraska,2015,28,13,10,1392
States,Nevada,2015,28,23,19,10917
States,New Hampshire,2015,28,1,16,2914
States,New Jersey,2015,28,88,20,6469
States,New Mexico,2015,28,52,12,4307
States,New York,2015,28,69,60,5852
States,North Carolina,2015,28,22,18,3272
States,North Dakota,2015,28,0,3,776
States,Ohio,2015,28,25,27,7693
States,Oklahoma,2015,28,7,12,1485
States,Oregon,2015,28,3,6,1428
States,Pennsylvania,2015,28,83,43,9024
States,Rhode Island,2015,28,1,20,4582
States,South Carolina,2015,28,1,8,1905
States,South Dakota,2015,28,35,22,5354
States,Tennessee,2015,28,11,57,7232
States,Texas,2015,28,371,80,28558
States,Utah,2015,28,115,42,17471
States,Vermont,2015,28,0,3,665
States,Virginia,2015,28,628,104,75445
States,Washington,2015,28,10,30,2159
States,West Virginia,2015,28,37,28,10441
States,Wisconsin,2015,28,6,24,2415
States,Wyoming,2015,28,2,14,2728
States,Alabama,2015,29,27,14,4402
States,Alaska,2015,29,7,5,1058
States,Arizona,2015,29,114,49,19006
States,Arkansas,2015,29,3,6,968
States,California,2015,29,293,96,27226
States,Colorado,2015,29,13,6,3046
States,Connecticut,2015,29,7,12,2604
States,Delaware,2015,29,0,7,1584
States,Georgia,2015,29,114,27,23282
States,Hawaii,2015,29,21,14,1609
States,Idaho,2015,29,9,3,1323
States,Illinois,2015,29,415,65,41467
States,Indiana,2015,29,13,23,3911
States,Iowa,2015,29,0,4,1013
States,Kansas,2015,29,6,14,3370
States,Kentucky,2015,29,1,13,19988
States,Louisiana,2015,29,361,68,35513
States,Maine,2015,29,23,25,4912
States,Maryland,2015,29,78,22,5058
States,Massachusetts,2015,29,112,24,18121
States,Michigan,2015,29,10,33,10485
States,Minnesota,2015,29,32,11,4074
States,Mississippi,2015,29,219,45,16233
States,Missouri,2015,29,5,16,2547
States,Montana,2015,29,1,5,1818
States,Nebraska,2015,29,10,10,1273
States,Nevada,2015,29,12,18,10759
States,New Hampshire,2015,29,0,16,2970
States,New Jersey,2015,29,74,21,6373
States,New Mexico,2015,29,86,18,7542
States,New York,2015,29,50,58,5552
States,North Carolina,2015,29,20,16,3132
States,North Dakota,2015,29,0,3,782
States,Ohio,2015,29,27,26,7043
States,Oklahoma,2015,29,8,15,2003
States,Oregon,2015,29,0,6,1425
States,Pennsylvania,2015,29,84,44,9488
States,Rhode Island,2015,29,2,20,4712
States,South Carolina,2015,29,3,8,1975
States,South Dakota,2015,29,28,22,4857
States,Tennessee,2015,29,7,57,7409
States,Texas,2015,29,388,84,30112
States,Utah,2015,29,167,42,16891
States,Vermont,2015,29,6,5,1069
States,Virginia,2015,29,593,111,76068
States,Washington,2015,29,0,14,479
States,West Virginia,2015,29,34,28,10617
States,Wisconsin,2015,29,6,22,2317
States,Wyoming,2015,29,9,14,2573
States,Alabama,2015,30,28,13,4697
States,Alaska,2015,30,7,5,1027
States,Arizona,2015,30,131,49,19132
States,Arkansas,2015,30,2,6,1021
States,California,2015,30,282,90,26226
States,Colorado,2015,30,18,4,3893
States,Connecticut,2015,30,2,11,2251
States,Delaware,2015,30,0,7,1612
States,Georgia,2015,30,136,26,26949
States,Hawaii,2015,30,8,13,1282
States,Idaho,2015,30,4,3,1187
States,Illinois,2015,30,432,62,40585
States,Indiana,2015,30,11,24,3844
States,Iowa,2015,30,0,4,1005
States,Kansas,2015,30,11,14,3446
States,Kentucky,2015,30,3,10,20062
States,Louisiana,2015,30,398,55,36026
States,Maine,2015,30,13,19,4417
States,Maryland,2015,30,60,20,3578
States,Massachusetts,2015,30,110,24,18055
States,Michigan,2015,30,35,33,10527
States,Minnesota,2015,30,26,12,4589
States,Mississippi,2015,30,207,44,15538
States,Missouri,2015,30,2,17,2479
States,Montana,2015,30,3,5,1904
States,Nebraska,2015,30,11,9,1321
States,Nevada,2015,30,24,17,9708
States,New Hampshire,2015,30,0,17,2983
States,New Jersey,2015,30,78,21,6738
States,New Mexico,2015,30,57,16,6946
States,New York,2015,30,71,60,5183
States,North Carolina,2015,30,14,16,3041
States,North Dakota,2015,30,0,2,600
States,Ohio,2015,30,42,27,7680
States,Oklahoma,2015,30,9,15,1728
States,Oregon,2015,30,1,6,1488
States,Pennsylvania,2015,30,68,45,9585
States,Rhode Island,2015,30,0,20,4220
States,South Carolina,2015,30,1,7,1496
States,South Dakota,2015,30,26,22,4993
States,Tennessee,2015,30,8,58,7816
States,Texas,2015,30,265,66,24485
States,Utah,2015,30,138,42,18802
States,Vermont,2015,30,8,5,1166
States,Virginia,2015,30,555,105,68047
States,Washington,2015,30,6,30,1798
States,West Virginia,2015,30,31,27,9727
States,Wisconsin,2015,30,8,23,2291
States,Wyoming,2015,30,7,13,2586
States,Alabama,2015,31,37,13,4774
States,Alaska,2015,31,4,5,925
States,Arizona,2015,31,118,49,18814
States,Arkansas,2015,31,2,6,1186
States,California,2015,31,283,93,26691
States,Colorado,2015,31,11,5,2649
States,Connecticut,2015,31,1,9,1938
States,Delaware,2015,31,0,7,1503
States,Georgia,2015,31,119,27,27041
States,Hawaii,2015,31,19,13,1399
States,Idaho,2015,31,16,3,1135
States,Illinois,2015,31,438,61,39113
States,Indiana,2015,31,17,24,3915
States,Iowa,2015,31,0,3,738
States,Kansas,2015,31,6,14,3509
States,Kentucky,2015,31,0,12,19792
States,Louisiana,2015,31,349,55,36440
States,Maine,2015,31,31,25,4877
States,Maryland,2015,31,53,12,4450
States,Massachusetts,2015,31,103,24,17903
States,Michigan,2015,31,29,35,12035
States,Minnesota,2015,31,42,11,4164
States,Mississippi,2015,31,181,45,15980
States,Missouri,2015,31,6,17,2404
States,Montana,2015,31,4,5,1880
States,Nebraska,2015,31,11,9,1082
States,Nevada,2015,31,13,18,9698
States,New Hampshire,2015,31,1,17,2894
States,New Jersey,2015,31,95,19,6323
States,New Mexico,2015,31,49,14,6017
States,New York,2015,31,81,60,5387
States,North Carolina,2015,31,18,16,3043
States,North Dakota,2015,31,0,3,832
States,Ohio,2015,31,25,25,6909
States,Oklahoma,2015,31,0,14,1459
States,Oregon,2015,31,0,5,1270
States,Pennsylvania,2015,31,93,46,10073
States,Rhode Island,2015,31,3,20,4672
States,South Carolina,2015,31,2,6,841
States,South Dakota,2015,31,26,22,4948
States,Tennessee,2015,31,10,56,7805
States,Texas,2015,31,353,83,31498
States,Utah,2015,31,152,42,17223
States,Vermont,2015,31,5,5,1121
States,Virginia,2015,31,594,106,73337
States,Washington,2015,31,4,30,2562
States,West Virginia,2015,31,36,27,10106
States,Wisconsin,2015,31,5,23,2492
States,Wyoming,2015,31,5,13,2624
States,Alabama,2015,32,47,12,4385
States,Alaska,2015,32,8,5,963
States,Arizona,2015,32,109,42,18147
States,Arkansas,2015,32,1,5,871
States,California,2015,32,351,103,28695
States,Colorado,2015,32,10,6,3218
States,Connecticut,2015,32,3,10,2005
States,Delaware,2015,32,0,7,1314
States,Georgia,2015,32,183,26,26796
States,Hawaii,2015,32,9,13,1570
States,Idaho,2015,32,3,3,1144
States,Illinois,2015,32,412,64,41705
States,Indiana,2015,32,21,23,3503
States,Iowa,2015,32,0,3,527
States,Kansas,2015,32,4,14,3811
States,Kentucky,2015,32,0,9,20006
States,Louisiana,2015,32,341,56,36898
States,Maine,2015,32,26,24,4519
States,Maryland,2015,32,73,10,2797
States,Massachusetts,2015,32,103,24,17671
States,Michigan,2015,32,35,35,12305
States,Minnesota,2015,32,45,12,4512
States,Mississippi,2015,32,224,44,16976
States,Missouri,2015,32,2,16,2550
States,Montana,2015,32,0,5,1768
States,Nebraska,2015,32,6,9,1338
States,Nevada,2015,32,28,18,9990
States,New Hampshire,2015,32,0,17,3060
States,New Jersey,2015,32,76,19,6383
States,New Mexico,2015,32,31,12,4821
States,New York,2015,32,80,58,5377
States,North Carolina,2015,32,33,15,3086
States,North Dakota,2015,32,0,3,754
States,Ohio,2015,32,29,22,6805
States,Oklahoma,2015,32,10,14,2025
States,Oregon,2015,32,0,4,1285
States,Pennsylvania,2015,32,65,41,8840
States,Rhode Island,2015,32,2,19,3495
States,South Carolina,2015,32,1,7,1415
States,South Dakota,2015,32,24,20,4219
States,Tennessee,2015,32,16,57,8249
States,Texas,2015,32,355,80,30978
States,Utah,2015,32,141,41,16651
States,Vermont,2015,32,6,5,1035
States,Virginia,2015,32,609,110,74809
States,Washington,2015,32,5,30,2678
States,West Virginia,2015,32,29,25,10588
States,Wisconsin,2015,32,5,21,2233
States,Wyoming,2015,32,3,12,2590
States,Alabama,2015,33,63,13,5086
States,Alaska,2015,33,6,6,1118
States,Arizona,2015,33,193,49,20988
States,Arkansas,2015,33,1,6,1262
States,California,2015,33,350,98,30278
States,Colorado,2015,33,14,5,3296
States,Connecticut,2015,33,1,8,2195
States,Delaware,2015,33,0,7,1584
States,Georgia,2015,33,248,28,30968
States,Hawaii,2015,33,10,13,1479
States,Idaho,2015,33,7,2,962
States,Illinois,2015,33,384,61,42602
States,Indiana,2015,33,31,21,4694
States,Iowa,2015,33,0,4,2160
States,Kansas,2015,33,12,14,3855
States,Kentucky,2015,33,1,9,20931
States,Louisiana,2015,33,382,68,40021
States,Maine,2015,33,29,24,4787
States,Maryland,2015,33,61,12,4306
States,Massachusetts,2015,33,98,22,17388
States,Michigan,2015,33,34,35,12643
States,Minnesota,2015,33,38,12,4571
States,Mississippi,2015,33,293,44,18302
States,Missouri,2015,33,8,16,3071
States,Montana,2015,33,0,4,1372
States,Nebraska,2015,33,10,9,1276
States,Nevada,2015,33,30,14,3933
States,New Hampshire,2015,33,2,15,2326
States,New Jersey,2015,33,74,18,6301
States,New Mexico,2015,33,74,15,6374
States,New York,2015,33,52,57,6192
States,North Carolina,2015,33,19,15,3772
States,North Dakota,2015,33,0,3,784
States,Ohio,2015,33,37,23,7166
States,Oklahoma,2015,33,13,15,1967
States,Oregon,2015,33,0,5,1535
States,Pennsylvania,2015,33,84,42,9040
States,Rhode Island,2015,33,0,18,4188
States,South Carolina,2015,33,1,9,2277
States,South Dakota,2015,33,23,18,4250
States,Tennessee,2015,33,20,57,9574
States,Texas,2015,33,542,83,34273
States,Utah,2015,33,99,42,17932
States,Vermont,2015,33,8,5,1152
States,Virginia,2015,33,613,110,76605
States,Washington,2015,33,7,30,3199
States,West Virginia,2015,33,41,28,11667
States,Wisconsin,2015,33,5,21,2393
States,Wyoming,2015,33,5,13,2864
States,Alabama,2015,34,85,14,7097
States,Alaska,2015,34,2,3,403
States,Arizona,2015,34,190,51,21009
States,Arkansas,2015,34,3,6,1609
States,California,2015,34,431,99,33064
States,Colorado,2015,34,22,6,3488
States,Connecticut,2015,34,0,5,2463
States,Delaware,2015,34,0,7,1660
States,Georgia,2015,34,302,28,32117
States,Hawaii,2015,34,18,13,1577
States,Idaho,2015,34,0,2,973
States,Illinois,2015,34,450,61,42529
States,Indiana,2015,34,35,20,4004
States,Iowa,2015,34,0,3,1198
States,Kansas,2015,34,13,14,4141
States,Kentucky,2015,34,4,10,21043
States,Louisiana,2015,34,628,69,44556
States,Maine,2015,34,25,19,4301
States,Maryland,2015,34,47,13,4793
States,Massachusetts,2015,34,123,23,18457
States,Michigan,2015,34,23,51,16055
States,Minnesota,2015,34,57,11,4834
States,Mississippi,2015,34,286,43,18174
States,Missouri,2015,34,6,17,4031
States,Montana,2015,34,0,5,2019
States,Nebraska,2015,34,10,10,1640
States,Nevada,2015,34,31,14,4192
States,New Hampshire,2015,34,0,16,2799
States,New Jersey,2015,34,17,9,3061
States,New Mexico,2015,34,82,17,8207
States,New York,2015,34,88,56,6892
States,North Carolina,2015,34,42,16,4331
States,North Dakota,2015,34,0,3,820
States,Ohio,2015,34,33,23,7458
States,Oklahoma,2015,34,9,15,2142
States,Oregon,2015,34,0,5,1325
States,Pennsylvania,2015,34,88,43,11520
States,Rhode Island,2015,34,2,20,5099
States,South Carolina,2015,34,3,8,2465
States,South Dakota,2015,34,33,18,3698
States,Tennessee,2015,34,29,51,9931
States,Texas,2015,34,402,83,35378
States,Utah,2015,34,146,43,18872
States,Vermont,2015,34,6,4,773
States,Virginia,2015,34,682,115,78777
States,Washington,2015,34,6,30,3098
States,West Virginia,2015,34,54,26,10414
States,Wisconsin,2015,34,8,21,2680
States,Wyoming,2015,34,3,12,2631
States,Alabama,2015,35,74,14,7011
States,Alaska,2015,35,10,5,854
States,Arizona,2015,35,158,43,18836
States,Arkansas,2015,35,4,6,1644
States,California,2015,35,419,97,33180
States,Colorado,2015,35,14,6,3271
States,Connecticut,2015,35,2,6,3055
States,Delaware,2015,35,0,7,1656
States,Georgia,2015,35,321,27,29356
States,Hawaii,2015,35,12,11,1060
States,Idaho,2015,35,6,3,982
States,Illinois,2015,35,428,61,41970
States,Indiana,2015,35,29,21,4844
States,Iowa,2015,35,2,3,1292
States,Kansas,2015,35,12,14,4408
States,Kentucky,2015,35,1,9,20280
States,Louisiana,2015,35,673,74,45234
States,Maine,2015,35,44,25,4929
States,Maryland,2015,35,57,11,4355
States,Massachusetts,2015,35,98,23,18540
States,Michigan,2015,35,32,49,14313
States,Minnesota,2015,35,38,11,5250
States,Mississippi,2015,35,369,43,14533
States,Missouri,2015,35,2,17,4212
States,Montana,2015,35,0,5,2245
States,Nebraska,2015,35,8,10,1576
States,Nevada,2015,35,33,14,4147
States,New Hampshire,2015,35,2,16,2742
States,New Jersey,2015,35,59,18,6804
States,New Mexico,2015,35,8,2,958
States,New York,2015,35,50,55,7059
States,North Carolina,2015,35,28,16,4301
States,North Dakota,2015,35,0,3,814
States,Ohio,2015,35,30,24,7232
States,Oklahoma,2015,35,13,15,1936
States,Oregon,2015,35,7,9,2394
States,Pennsylvania,2015,35,119,43,10820
States,Rhode Island,2015,35,1,19,5086
States,South Carolina,2015,35,2,9,2575
States,South Dakota,2015,35,23,18,3824
States,Tennessee,2015,35,45,55,10234
States,Texas,2015,35,531,84,34814
States,Utah,2015,35,165,42,18219
States,Vermont,2015,35,3,4,753
States,Virginia,2015,35,791,109,74887
States,Washington,2015,35,10,29,2876
States,West Virginia,2015,35,69,25,10189
States,Wisconsin,2015,35,17,22,3252
States,Wyoming,2015,35,3,13,2861
States,Alabama,2015,36,66,16,7572
States,Alaska,2015,36,21,6,1065
States,Arizona,2015,36,133,43,16220
States,Arkansas,2015,36,5,6,1442
States,California,2015,36,218,95,23976
States,Colorado,2015,36,10,5,2738
States,Connecticut,2015,36,4,6,2911
States,Delaware,2015,36,0,7,1247
States,Georgia,2015,36,371,27,29080
States,Hawaii,2015,36,36,14,1716
States,Idaho,2015,36,6,2,1014
States,Illinois,2015,36,500,60,40875
States,Indiana,2015,36,36,21,4179
States,Iowa,2015,36,1,2,421
States,Kansas,2015,36,9,14,4067
States,Kentucky,2015,36,3,9,17154
States,Louisiana,2015,36,691,70,40204
States,Maine,2015,36,34,25,4375
States,Maryland,2015,36,77,12,4156
States,Massachusetts,2015,36,107,24,16146
States,Michigan,2015,36,27,52,14872
States,Minnesota,2015,36,22,10,4167
States,Mississippi,2015,36,314,44,16199
States,Missouri,2015,36,8,14,3277
States,Montana,2015,36,1,5,2023
States,Nebraska,2015,36,11,10,1340
States,Nevada,2015,36,35,14,4156
States,New Hampshire,2015,36,1,15,2088
States,New Jersey,2015,36,89,18,6915
States,New Mexico,2015,36,70,15,6040
States,New York,2015,36,41,55,5934
States,North Carolina,2015,36,10,14,3221
States,North Dakota,2015,36,1,3,772
States,Ohio,2015,36,27,23,6465
States,Oklahoma,2015,36,9,13,1509
States,Oregon,2015,36,13,6,1484
States,Pennsylvania,2015,36,110,45,11842
States,Rhode Island,2015,36,2,20,5019
States,South Carolina,2015,36,4,9,2191
States,South Dakota,2015,36,28,18,3429
States,Tennessee,2015,36,52,54,8866
States,Texas,2015,36,578,79,28634
States,Utah,2015,36,144,43,18147
States,Vermont,2015,36,5,4,811
States,Virginia,2015,36,872,107,76413
States,Washington,2015,36,5,29,2514
States,West Virginia,2015,36,65,24,10579
States,Wisconsin,2015,36,10,21,3122
States,Wyoming,2015,36,5,13,2400
States,Alabama,2015,37,71,13,5648
States,Alaska,2015,37,11,6,1011
States,Arizona,2015,37,202,50,22299
States,Arkansas,2015,37,3,6,1737
States,California,2015,37,471,100,33454
States,Colorado,2015,37,15,5,3305
States,Connecticut,2015,37,2,6,3510
States,Delaware,2015,37,0,7,1751
States,Georgia,2015,37,334,28,31887
States,Hawaii,2015,37,35,14,1703
States,Idaho,2015,37,1,3,1443
States,Illinois,2015,37,643,63,43810
States,Indiana,2015,37,40,21,4719
States,Iowa,2015,37,0,2,535
States,Kansas,2015,37,27,14,4345
States,Kentucky,2015,37,7,9,21553
States,Louisiana,2015,37,766,71,44335
States,Maine,2015,37,28,24,3829
States,Maryland,2015,37,79,12,4921
States,Massachusetts,2015,37,134,24,19656
States,Michigan,2015,37,51,51,17077
States,Minnesota,2015,37,21,11,5339
States,Mississippi,2015,37,347,39,16440
States,Missouri,2015,37,24,16,3264
States,Montana,2015,37,4,7,2851
States,Nebraska,2015,37,9,10,1572
States,Nevada,2015,37,23,14,4623
States,New Hampshire,2015,37,2,15,2728
States,New Jersey,2015,37,50,10,5210
States,New Mexico,2015,37,91,15,6482
States,New York,2015,37,84,54,6786
States,North Carolina,2015,37,36,16,4705
States,North Dakota,2015,37,0,3,883
States,Ohio,2015,37,27,39,9360
States,Oklahoma,2015,37,36,17,2466
States,Oregon,2015,37,11,6,1801
States,Pennsylvania,2015,37,157,44,13146
States,Rhode Island,2015,37,3,18,5678
States,South Carolina,2015,37,11,9,2722
States,South Dakota,2015,37,3,2,513
States,Tennessee,2015,37,68,55,10670
States,Texas,2015,37,641,82,34405
States,Utah,2015,37,130,42,18301
States,Vermont,2015,37,10,4,794
States,Virginia,2015,37,900,117,83360
States,Washington,2015,37,15,29,3147
States,West Virginia,2015,37,71,25,10817
States,Wisconsin,2015,37,20,20,3303
States,Wyoming,2015,37,11,13,2937
States,Alabama,2015,38,95,15,5760
States,Alaska,2015,38,8,5,796
States,Arizona,2015,38,225,49,22204
States,Arkansas,2015,38,5,6,1617
States,California,2015,38,463,97,34389
States,Colorado,2015,38,21,5,3324
States,Connecticut,2015,38,6,6,3395
States,Delaware,2015,38,1,7,1659
States,Georgia,2015,38,357,25,30467
States,Hawaii,2015,38,38,14,1749
States,Idaho,2015,38,1,3,1587
States,Illinois,2015,38,609,62,42763
States,Indiana,2015,38,45,18,4018
States,Iowa,2015,38,1,2,505
States,Kansas,2015,38,35,13,3896
States,Kentucky,2015,38,12,9,22431
States,Louisiana,2015,38,729,69,41539
States,Maine,2015,38,7,19,3644
States,Maryland,2015,38,68,12,4649
States,Massachusetts,2015,38,130,25,20659
States,Michigan,2015,38,31,48,14880
States,Minnesota,2015,38,42,11,5367
States,Mississippi,2015,38,389,44,16755
States,Missouri,2015,38,27,16,3293
States,Montana,2015,38,3,5,2298
States,Nebraska,2015,38,11,9,1526
States,Nevada,2015,38,31,12,3279
States,New Hampshire,2015,38,3,15,2588
States,New Jersey,2015,38,135,18,7045
States,New Mexico,2015,38,93,18,9070
States,New York,2015,38,71,55,7014
States,North Carolina,2015,38,31,14,3812
States,North Dakota,2015,38,0,3,957
States,Ohio,2015,38,52,39,9741
States,Oklahoma,2015,38,28,17,2570
States,Oregon,2015,38,21,6,2985
States,Pennsylvania,2015,38,143,44,11950
States,Rhode Island,2015,38,5,19,6245
States,South Carolina,2015,38,6,8,2884
States,South Dakota,2015,38,1,2,490
States,Tennessee,2015,38,61,54,10218
States,Texas,2015,38,710,82,33836
States,Utah,2015,38,225,44,20158
States,Vermont,2015,38,5,4,713
States,Virginia,2015,38,1142,124,88480
States,Washington,2015,38,14,28,3132
States,West Virginia,2015,38,75,23,9785
States,Wisconsin,2015,38,19,19,3386
States,Wyoming,2015,38,8,11,2568
States,Alabama,2015,39,128,14,5943
States,Alaska,2015,39,4,5,791
States,Arizona,2015,39,169,48,22951
States,Arkansas,2015,39,4,6,1554
States,California,2015,39,348,87,28702
States,Colorado,2015,39,13,6,3293
States,Connecticut,2015,39,20,7,4458
States,Delaware,2015,39,0,9,2112
States,Georgia,2015,39,431,27,30611
States,Hawaii,2015,39,31,14,1638
States,Idaho,2015,39,6,7,1953
States,Illinois,2015,39,542,63,42332
States,Indiana,2015,39,49,18,4024
States,Iowa,2015,39,6,3,620
States,Kansas,2015,39,49,13,3986
States,Kentucky,2015,39,11,10,21887
States,Louisiana,2015,39,811,75,45259
States,Maine,2015,39,27,25,5037
States,Maryland,2015,39,75,15,6020
States,Massachusetts,2015,39,77,24,18913
States,Michigan,2015,39,48,50,17043
States,Minnesota,2015,39,42,10,5153
States,Mississippi,2015,39,421,46,19160
States,Missouri,2015,39,27,16,2971
States,Montana,2015,39,1,5,1719
States,Nebraska,2015,39,16,9,1340
States,Nevada,2015,39,39,11,2982
States,New Hampshire,2015,39,2,17,3060
States,New Jersey,2015,39,92,17,6362
States,New Mexico,2015,39,66,15,7084
States,New York,2015,39,23,23,5387
States,North Carolina,2015,39,41,15,3669
States,North Dakota,2015,39,1,6,1148
States,Ohio,2015,39,53,41,9294
States,Oklahoma,2015,39,24,13,2257
States,Oregon,2015,39,8,8,2821
States,Pennsylvania,2015,39,112,25,11100
States,Rhode Island,2015,39,8,19,6276
States,South Carolina,2015,39,8,8,2826
States,South Dakota,2015,39,2,2,577
States,Tennessee,2015,39,39,51,9484
States,Texas,2015,39,775,84,35648
States,Utah,2015,39,201,42,19373
States,Vermont,2015,39,6,4,744
States,Virginia,2015,39,1135,123,86035
States,Washington,2015,39,30,28,3291
States,West Virginia,2015,39,89,27,11537
States,Wisconsin,2015,39,74,20,5677
States,Wyoming,2015,39,6,12,2632
States,Alabama,2015,40,272,28,10507
States,Alaska,2015,40,10,7,1594
States,Arizona,2015,40,290,52,23461
States,Arkansas,2015,40,46,14,4007
States,California,2015,40,558,125,40416
States,Colorado,2015,40,17,5,3291
States,Connecticut,2015,40,55,17,5415
States,Delaware,2015,40,4,16,4021
States,Georgia,2015,40,385,30,27048
States,Hawaii,2015,40,51,20,2186
States,Idaho,2015,40,11,8,2721
States,Illinois,2015,40,833,80,50853
States,Indiana,2015,40,64,31,6931
States,Iowa,2015,40,9,9,2075
States,Kansas,2015,40,90,35,8024
States,Kentucky,2015,40,57,24,24061
States,Louisiana,2015,40,804,73,44290
States,Maine,2015,40,67,28,5706
States,Maryland,2015,40,82,32,7507
States,Massachusetts,2015,40,185,44,23405
States,Michigan,2015,40,164,66,24121
States,Minnesota,2015,40,36,17,6028
States,Mississippi,2015,40,428,53,19828
States,Missouri,2015,40,87,17,7775
States,Montana,2015,40,4,8,3086
States,Nebraska,2015,40,12,16,2798
States,Nevada,2015,40,83,28,13205
States,New Hampshire,2015,40,4,22,4827
States,New Jersey,2015,40,98,23,10926
States,New Mexico,2015,40,109,26,11221
States,New York,2015,40,70,80,11896
States,North Carolina,2015,40,129,48,15432
States,North Dakota,2015,40,8,9,1319
States,Ohio,2015,40,97,67,17806
States,Oklahoma,2015,40,57,28,6083
States,Oregon,2015,40,27,15,4429
States,Pennsylvania,2015,40,203,54,15537
States,Rhode Island,2015,40,6,16,5451
States,South Carolina,2015,40,19,11,3520
States,South Dakota,2015,40,92,34,9369
States,Tennessee,2015,40,72,53,9801
States,Texas,2015,40,1016,126,32002
States,Utah,2015,40,206,44,19475
States,Vermont,2015,40,5,7,2247
States,Virginia,2015,40,1197,128,89331
States,Washington,2015,40,32,47,7245
States,West Virginia,2015,40,184,50,17942
States,Wisconsin,2015,40,134,23,7068
States,Wyoming,2015,40,19,21,4542
States,Alabama,2015,41,258,28,10369
States,Alaska,2015,41,20,8,1705
States,Arizona,2015,41,360,54,24881
States,Arkansas,2015,41,35,15,4051
States,California,2015,41,653,138,41696
States,Colorado,2015,41,23,6,3708
States,Connecticut,2015,41,49,16,6083
States,Delaware,2015,41,1,16,4242
States,Georgia,2015,41,360,30,30726
States,Hawaii,2015,41,35,20,1955
States,Idaho,2015,41,10,9,2821
States,Illinois,2015,41,908,80,51632
States,Indiana,2015,41,79,30,6755
States,Iowa,2015,41,8,10,2783
States,Kansas,2015,41,78,35,7602
States,Kentucky,2015,41,78,27,25343
States,Louisiana,2015,41,840,71,46313
States,Maine,2015,41,50,28,5595
States,Maryland,2015,41,63,30,7949
States,Massachusetts,2015,41,134,43,20815
States,Michigan,2015,41,172,70,25206
States,Minnesota,2015,41,60,16,5125
States,Mississippi,2015,41,473,53,18393
States,Missouri,2015,41,102,16,8072
States,Montana,2015,41,3,8,2725
States,Nebraska,2015,41,16,16,3542
States,Nevada,2015,41,54,27,13569
States,New Hampshire,2015,41,7,21,3943
States,New Jersey,2015,41,23,14,3781
States,New Mexico,2015,41,112,27,12350
States,New York,2015,41,62,80,11127
States,North Carolina,2015,41,196,50,15209
States,North Dakota,2015,41,3,10,1421
States,Ohio,2015,41,123,68,18904
States,Oklahoma,2015,41,130,28,6006
States,Oregon,2015,41,41,16,4608
States,Pennsylvania,2015,41,228,53,15125
States,Rhode Island,2015,41,7,16,4799
States,South Carolina,2015,41,38,12,4345
States,South Dakota,2015,41,87,34,9370
States,Tennessee,2015,41,49,51,8102
States,Texas,2015,41,1084,124,31604
States,Utah,2015,41,204,44,19311
States,Vermont,2015,41,10,10,3386
States,Virginia,2015,41,1325,125,87811
States,Washington,2015,41,40,46,5477
States,West Virginia,2015,41,181,51,18501
States,Wisconsin,2015,41,123,24,7116
States,Wyoming,2015,41,21,23,5044
States,Alabama,2015,42,251,29,10836
States,Alaska,2015,42,17,7,1730
States,Arizona,2015,42,396,56,26529
States,Arkansas,2015,42,50,17,5014
States,California,2015,42,677,140,45010
States,Colorado,2015,42,19,6,3594
States,Connecticut,2015,42,50,16,5188
States,Delaware,2015,42,3,16,4303
States,Georgia,2015,42,318,31,30812
States,Hawaii,2015,42,25,19,1913
States,Idaho,2015,42,16,8,2623
States,Illinois,2015,42,806,80,50243
States,Indiana,2015,42,66,30,6125
States,Iowa,2015,42,18,10,2855
States,Kansas,2015,42,85,34,8088
States,Kentucky,2015,42,82,23,25766
States,Louisiana,2015,42,964,76,47214
States,Maine,2015,42,63,28,5773
States,Maryland,2015,42,116,30,8035
States,Massachusetts,2015,42,177,44,24135
States,Michigan,2015,42,162,70,24724
States,Minnesota,2015,42,45,17,5760
