REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Tennessee,2011,19,7,50,8669
States,Texas,2011,19,730,68,40821
States,Utah,2011,19,26,22,7800
States,Vermont,2011,19,52,10,2644
States,Virginia,2011,19,705,90,66245
States,Washington,2011,19,11,11,1894
States,West Virginia,2011,19,38,32,9800
States,Wisconsin,2011,19,8,36,3514
States,Wyoming,2011,19,18,16,2600
States,Alabama,2011,20,161,21,6533
States,Alaska,2011,20,6,6,1959
States,Arizona,2011,20,124,63,21776
States,Arkansas,2011,20,6,8,1153
States,California,2011,20,700,113,32820
States,Colorado,2011,20,118,12,18806
States,Connecticut,2011,20,2,10,2127
States,Delaware,2011,20,2,6,1858
States,Georgia,2011,20,491,50,31115
States,Hawaii,2011,20,19,15,1350
States,Idaho,2011,20,65,7,3543
States,Illinois,2011,20,392,63,32750
States,Indiana,2011,20,43,34,8268
States,Iowa,2011,20,3,8,1768
States,Kansas,2011,20,39,32,6110
States,Kentucky,2011,20,18,12,14193
States,Louisiana,2011,20,178,30,16480
States,Maine,2011,20,16,22,4324
States,Maryland,2011,20,55,9,6469
States,Massachusetts,2011,20,214,40,26344
States,Michigan,2011,20,92,39,10951
States,Minnesota,2011,20,26,9,3437
States,Mississippi,2011,20,334,42,15274
States,Missouri,2011,20,41,24,5711
States,Montana,2011,20,0,4,1696
States,Nebraska,2011,20,8,12,2025
States,Nevada,2011,20,64,29,8111
States,New Hampshire,2011,20,3,23,4407
States,New Jersey,2011,20,162,21,6020
States,New Mexico,2011,20,121,24,7779
States,New York,2011,20,57,73,8103
States,North Carolina,2011,20,37,44,11800
States,North Dakota,2011,20,4,6,1167
States,Ohio,2011,20,48,35,9879
States,Oklahoma,2011,20,5,16,2318
States,Oregon,2011,20,31,12,2873
States,Pennsylvania,2011,20,113,40,11227
States,Rhode Island,2011,20,1,18,5002
States,South Carolina,2011,20,7,15,5376
States,South Dakota,2011,20,22,16,4207
States,Tennessee,2011,20,5,49,9060
States,Texas,2011,20,574,64,39895
States,Utah,2011,20,31,22,8503
States,Vermont,2011,20,38,9,2609
States,Virginia,2011,20,709,86,62220
States,Washington,2011,20,8,10,1606
States,West Virginia,2011,20,34,34,10125
States,Wisconsin,2011,20,15,36,2861
States,Wyoming,2011,20,10,16,2354
States,Alabama,2011,21,167,21,6121
States,Alaska,2011,21,14,6,1953
States,Arizona,2011,21,137,63,24662
States,Arkansas,2011,21,12,8,1158
States,California,2011,21,583,94,27674
States,Colorado,2011,21,112,12,18880
States,Connecticut,2011,21,1,13,1596
States,Delaware,2011,21,0,1,329
States,Georgia,2011,21,373,50,30064
States,Hawaii,2011,21,24,15,1286
States,Idaho,2011,21,50,7,3217
States,Illinois,2011,21,381,59,30764
States,Indiana,2011,21,35,32,7634
States,Iowa,2011,21,2,8,1728
States,Kansas,2011,21,25,21,3748
States,Kentucky,2011,21,8,12,16454
States,Louisiana,2011,21,165,28,14318
States,Maine,2011,21,21,21,4040
States,Maryland,2011,21,77,9,6161
States,Massachusetts,2011,21,248,38,25970
States,Michigan,2011,21,56,38,10624
States,Minnesota,2011,21,21,9,3512
States,Mississippi,2011,21,342,42,15054
States,Missouri,2011,21,43,22,5348
States,Montana,2011,21,0,5,2497
States,Nebraska,2011,21,3,11,1621
States,Nevada,2011,21,50,26,7373
States,New Hampshire,2011,21,1,17,3200
States,New Jersey,2011,21,162,20,5492
States,New Mexico,2011,21,76,12,4702
States,New York,2011,21,99,61,6332
States,North Carolina,2011,21,41,27,6589
States,North Dakota,2011,21,0,7,1128
States,Ohio,2011,21,27,36,9459
States,Oklahoma,2011,21,4,16,1745
States,Oregon,2011,21,19,12,2942
States,Pennsylvania,2011,21,95,40,11018
States,Rhode Island,2011,21,1,16,4207
States,South Carolina,2011,21,14,15,5375
States,South Dakota,2011,21,22,16,4242
States,Tennessee,2011,21,2,47,8058
States,Texas,2011,21,459,56,38805
States,Utah,2011,21,17,14,6217
States,Vermont,2011,21,22,7,1837
States,Virginia,2011,21,617,85,61739
States,Washington,2011,21,2,6,1110
States,West Virginia,2011,21,37,30,9170
States,Wisconsin,2011,21,9,33,2194
States,Wyoming,2011,21,4,15,2397
States,Alabama,2011,22,134,19,5265
States,Alaska,2011,22,7,6,1910
States,Arizona,2011,22,104,63,18884
States,Arkansas,2011,22,13,9,1384
States,California,2011,22,581,91,22550
States,Colorado,2011,22,88,12,15964
States,Connecticut,2011,22,2,7,1145
States,Delaware,2011,22,0,1,252
States,Georgia,2011,22,414,50,31345
States,Hawaii,2011,22,11,15,967
States,Idaho,2011,22,66,6,2805
States,Illinois,2011,22,516,57,30644
States,Indiana,2011,22,48,31,6650
States,Iowa,2011,22,1,8,1482
States,Kansas,2011,22,19,22,3674
States,Kentucky,2011,22,33,8,10202
States,Louisiana,2011,22,121,27,14205
States,Maine,2011,22,23,21,3574
States,Maryland,2011,22,41,8,4610
States,Massachusetts,2011,22,202,36,22080
States,Michigan,2011,22,51,38,9405
States,Minnesota,2011,22,14,9,2668
States,Mississippi,2011,22,392,44,16280
States,Missouri,2011,22,2,22,2474
States,Montana,2011,22,0,5,1779
States,Nebraska,2011,22,3,13,1636
States,Nevada,2011,22,51,26,6971
States,New Hampshire,2011,22,1,16,2231
States,New Jersey,2011,22,118,20,4667
States,New Mexico,2011,22,75,13,4802
States,New York,2011,22,88,62,4949
States,North Carolina,2011,22,39,27,6419
States,North Dakota,2011,22,2,8,1234
States,Ohio,2011,22,38,35,7815
States,Oklahoma,2011,22,1,15,2091
States,Oregon,2011,22,19,11,2334
States,Pennsylvania,2011,22,98,38,9761
States,Rhode Island,2011,22,1,17,3332
States,South Carolina,2011,22,6,15,4526
States,South Dakota,2011,22,19,16,3745
States,Tennessee,2011,22,2,51,7067
States,Texas,2011,22,487,55,33080
States,Utah,2011,22,10,14,4815
States,Vermont,2011,22,18,7,1598
States,Virginia,2011,22,629,83,62193
States,Washington,2011,22,2,5,673
States,West Virginia,2011,22,33,26,8028
States,Wisconsin,2011,22,8,34,1898
States,Wyoming,2011,22,4,16,2195
States,Alabama,2011,23,144,19,6027
States,Alaska,2011,23,11,6,1828
States,Arizona,2011,23,97,61,20716
States,Arkansas,2011,23,11,6,1602
States,California,2011,23,588,87,25969
States,Colorado,2011,23,84,12,19361
States,Connecticut,2011,23,1,7,1410
States,Delaware,2011,23,0,0,0
States,Georgia,2011,23,300,51,31064
States,Hawaii,2011,23,13,15,1054
States,Idaho,2011,23,52,6,3048
States,Illinois,2011,23,392,57,31079
States,Indiana,2011,23,31,31,7160
States,Iowa,2011,23,0,7,1639
States,Kansas,2011,23,18,20,3867
States,Kentucky,2011,23,6,10,14021
States,Louisiana,2011,23,152,31,15700
States,Maine,2011,23,18,21,4069
States,Maryland,2011,23,70,7,4944
States,Massachusetts,2011,23,254,31,29007
States,Michigan,2011,23,69,42,12896
States,Minnesota,2011,23,17,8,3246
States,Mississippi,2011,23,349,43,16353
States,Missouri,2011,23,3,21,2900
States,Montana,2011,23,0,4,1220
States,Nebraska,2011,23,5,10,1514
States,Nevada,2011,23,71,24,6893
States,New Hampshire,2011,23,0,17,3071
States,New Jersey,2011,23,151,19,5432
States,New Mexico,2011,23,58,11,4160
States,New York,2011,23,8,60,5423
States,North Carolina,2011,23,34,26,6371
States,North Dakota,2011,23,0,8,1322
States,Ohio,2011,23,20,34,9513
States,Oklahoma,2011,23,4,15,2042
States,Oregon,2011,23,15,11,2606
States,Pennsylvania,2011,23,111,36,10847
States,Rhode Island,2011,23,1,17,4109
States,South Carolina,2011,23,9,13,4221
States,South Dakota,2011,23,18,16,4296
States,Tennessee,2011,23,6,48,8206
States,Texas,2011,23,391,51,37665
States,Utah,2011,23,16,13,5110
States,Vermont,2011,23,20,7,1874
States,Virginia,2011,23,580,82,60114
States,Washington,2011,23,3,5,903
States,West Virginia,2011,23,28,24,7628
States,Wisconsin,2011,23,2,32,1643
States,Wyoming,2011,23,4,14,1972
States,Alabama,2011,24,149,19,5916
States,Alaska,2011,24,10,6,1810
States,Arizona,2011,24,80,61,20376
States,Arkansas,2011,24,8,5,863
States,California,2011,24,461,88,24951
States,Colorado,2011,24,70,12,18801
States,Connecticut,2011,24,0,7,1363
States,Delaware,2011,24,0,0,0
States,Georgia,2011,24,249,52,30443
States,Hawaii,2011,24,11,16,1454
States,Idaho,2011,24,44,6,2951
States,Illinois,2011,24,311,55,28088
States,Indiana,2011,24,30,31,6793
States,Iowa,2011,24,0,7,1452
States,Kansas,2011,24,6,19,3924
States,Kentucky,2011,24,12,10,14947
States,Louisiana,2011,24,162,28,14094
States,Maine,2011,24,17,21,4218
States,Maryland,2011,24,100,7,5603
States,Massachusetts,2011,24,218,30,23183
States,Michigan,2011,24,65,40,11776
States,Minnesota,2011,24,15,8,3436
States,Mississippi,2011,24,300,44,15926
States,Missouri,2011,24,1,20,2574
States,Montana,2011,24,0,3,1472
States,Nebraska,2011,24,1,10,1142
States,Nevada,2011,24,58,23,6570
States,New Hampshire,2011,24,0,16,2691
States,New Jersey,2011,24,106,18,3443
States,New Mexico,2011,24,64,11,4220
States,New York,2011,24,5,60,5500
States,North Carolina,2011,24,31,22,5120
States,North Dakota,2011,24,0,8,1321
States,Ohio,2011,24,5,34,8565
States,Oklahoma,2011,24,5,13,1680
States,Oregon,2011,24,18,9,1669
States,Pennsylvania,2011,24,75,37,10747
States,Rhode Island,2011,24,1,17,4124
States,South Carolina,2011,24,7,14,4177
States,South Dakota,2011,24,23,16,4244
States,Tennessee,2011,24,2,48,7242
States,Texas,2011,24,434,51,36047
States,Utah,2011,24,17,14,6213
States,Vermont,2011,24,10,7,1706
States,Virginia,2011,24,548,83,60150
States,Washington,2011,24,1,5,373
States,West Virginia,2011,24,36,26,7651
States,Wisconsin,2011,24,2,34,1796
States,Wyoming,2011,24,6,13,1840
States,Alabama,2011,25,96,18,5352
States,Alaska,2011,25,14,6,1832
States,Arizona,2011,25,86,62,20989
States,Arkansas,2011,25,3,3,763
States,California,2011,25,436,88,25159
States,Colorado,2011,25,55,11,17728
States,Connecticut,2011,25,0,7,1382
States,Delaware,2011,25,0,0,0
States,Georgia,2011,25,214,51,32043
States,Hawaii,2011,25,17,16,1464
States,Idaho,2011,25,46,6,2867
States,Illinois,2011,25,307,55,28830
States,Indiana,2011,25,21,32,6753
States,Iowa,2011,25,0,7,1499
States,Kansas,2011,25,14,18,3605
States,Kentucky,2011,25,10,10,13660
States,Louisiana,2011,25,149,25,15311
States,Maine,2011,25,15,21,4101
States,Maryland,2011,25,66,7,5458
States,Massachusetts,2011,25,177,28,21734
States,Michigan,2011,25,52,35,10778
States,Minnesota,2011,25,29,8,3574
States,Mississippi,2011,25,276,41,15063
States,Missouri,2011,25,8,20,2533
States,Montana,2011,25,0,4,1198
States,Nebraska,2011,25,2,9,1190
States,Nevada,2011,25,53,21,7023
States,New Hampshire,2011,25,1,16,2724
States,New Jersey,2011,25,117,18,3987
States,New Mexico,2011,25,45,13,5138
States,New York,2011,25,7,60,5189
States,North Carolina,2011,25,27,21,4232
States,North Dakota,2011,25,0,8,1355
States,Ohio,2011,25,6,30,8095
States,Oklahoma,2011,25,0,15,2048
States,Oregon,2011,25,23,10,1775
States,Pennsylvania,2011,25,81,37,9999
States,Rhode Island,2011,25,1,17,4113
States,South Carolina,2011,25,5,13,4198
States,South Dakota,2011,25,16,16,4065
States,Tennessee,2011,25,3,50,7997
States,Texas,2011,25,378,49,34521
States,Utah,2011,25,12,14,5882
States,Vermont,2011,25,20,7,1684
States,Virginia,2011,25,458,74,55290
States,Washington,2011,25,0,4,446
States,West Virginia,2011,25,16,27,8597
States,Wisconsin,2011,25,9,33,2275
States,Wyoming,2011,25,5,14,1787
States,Alabama,2011,26,112,17,4745
States,Alaska,2011,26,10,6,1788
States,Arizona,2011,26,81,62,21017
States,Arkansas,2011,26,3,3,693
States,California,2011,26,426,80,25405
States,Colorado,2011,26,45,11,17936
States,Connecticut,2011,26,0,7,1291
States,Delaware,2011,26,0,0,0
States,Georgia,2011,26,168,48,27667
States,Hawaii,2011,26,18,15,1142
States,Idaho,2011,26,49,7,3898
States,Illinois,2011,26,379,56,30372
States,Indiana,2011,26,31,31,5991
States,Iowa,2011,26,0,7,1477
States,Kansas,2011,26,4,19,3729
States,Kentucky,2011,26,34,9,16087
States,Louisiana,2011,26,145,21,13874
States,Maine,2011,26,19,21,4077
States,Maryland,2011,26,63,7,5206
States,Massachusetts,2011,26,155,28,20816
States,Michigan,2011,26,54,33,8759
States,Minnesota,2011,26,11,8,3286
States,Mississippi,2011,26,212,40,12959
States,Missouri,2011,26,3,20,2749
States,Montana,2011,26,0,4,1692
States,Nebraska,2011,26,1,11,1523
States,Nevada,2011,26,42,22,6512
States,New Hampshire,2011,26,1,15,2388
States,New Jersey,2011,26,43,19,4858
States,New Mexico,2011,26,39,12,4552
States,New York,2011,26,7,60,5141
States,North Carolina,2011,26,29,22,4432
States,North Dakota,2011,26,1,7,1304
States,Ohio,2011,26,22,31,7928
States,Oklahoma,2011,26,3,15,1711
States,Oregon,2011,26,14,10,1793
States,Pennsylvania,2011,26,64,37,10255
States,Rhode Island,2011,26,1,15,3466
States,South Carolina,2011,26,9,12,4063
States,South Dakota,2011,26,13,16,4191
States,Tennessee,2011,26,1,47,7621
States,Texas,2011,26,323,47,22409
States,Utah,2011,26,23,13,5629
States,Vermont,2011,26,11,7,1703
States,Virginia,2011,26,452,79,55265
States,Washington,2011,26,0,4,495
States,West Virginia,2011,26,17,27,7646
States,Wisconsin,2011,26,9,32,2107
States,Wyoming,2011,26,2,14,1943
States,Alabama,2011,27,88,17,4777
States,Alaska,2011,27,9,6,1797
States,Arizona,2011,27,82,61,17454
States,Arkansas,2011,27,2,4,768
States,California,2011,27,343,82,20323
States,Colorado,2011,27,64,12,15138
States,Connecticut,2011,27,0,7,1101
States,Delaware,2011,27,0,0,0
States,Georgia,2011,27,222,48,29837
States,Hawaii,2011,27,28,15,1191
States,Idaho,2011,27,31,7,3446
States,Illinois,2011,27,372,52,24448
States,Indiana,2011,27,26,32,5815
States,Iowa,2011,27,1,7,1259
States,Kansas,2011,27,4,20,3666
States,Kentucky,2011,27,5,9,9836
States,Louisiana,2011,27,65,12,8784
States,Maine,2011,27,31,20,3549
States,Maryland,2011,27,63,7,2630
States,Massachusetts,2011,27,138,27,17883
States,Michigan,2011,27,36,30,6199
States,Minnesota,2011,27,26,8,2777
States,Mississippi,2011,27,268,44,15615
States,Missouri,2011,27,4,20,2459
States,Montana,2011,27,0,4,1470
States,Nebraska,2011,27,1,10,809
States,Nevada,2011,27,26,23,6687
States,New Hampshire,2011,27,0,16,2176
States,New Jersey,2011,27,9,19,3237
States,New Mexico,2011,27,53,12,4479
States,New York,2011,27,2,59,3715
States,North Carolina,2011,27,26,21,3837
States,North Dakota,2011,27,0,7,953
States,Ohio,2011,27,20,30,6790
States,Oklahoma,2011,27,3,15,1740
States,Oregon,2011,27,10,11,1543
States,Pennsylvania,2011,27,82,38,9983
States,Rhode Island,2011,27,2,16,3129
States,South Carolina,2011,27,9,12,3389
States,South Dakota,2011,27,20,16,3627
States,Tennessee,2011,27,1,45,5677
States,Texas,2011,27,333,47,30296
States,Utah,2011,27,17,12,3532
States,Vermont,2011,27,12,7,1579
States,Virginia,2011,27,444,83,61333
States,Washington,2011,27,0,4,344
States,West Virginia,2011,27,20,24,5921
States,Wisconsin,2011,27,5,31,1713
States,Wyoming,2011,27,3,14,1760
States,Alabama,2011,28,109,17,5790
States,Alaska,2011,28,12,6,1794
States,Arizona,2011,28,95,62,21141
States,Arkansas,2011,28,2,3,768
States,California,2011,28,383,84,23873
States,Colorado,2011,28,56,11,18130
States,Connecticut,2011,28,0,7,1512
States,Delaware,2011,28,0,0,0
States,Georgia,2011,28,173,49,28899
States,Hawaii,2011,28,22,15,1348
States,Idaho,2011,28,22,6,3410
States,Illinois,2011,28,244,52,29654
States,Indiana,2011,28,14,29,5941
States,Iowa,2011,28,0,6,949
States,Kansas,2011,28,4,19,4016
States,Kentucky,2011,28,5,9,16156
States,Louisiana,2011,28,119,21,12988
States,Maine,2011,28,24,20,4023
States,Maryland,2011,28,74,7,5773
States,Massachusetts,2011,28,167,28,22224
States,Michigan,2011,28,45,36,10432
States,Minnesota,2011,28,12,8,3348
States,Mississippi,2011,28,244,40,14867
States,Missouri,2011,28,3,20,2738
States,Montana,2011,28,0,4,1649
States,Nebraska,2011,28,1,11,1934
States,Nevada,2011,28,33,21,6596
States,New Hampshire,2011,28,0,17,3034
States,New Jersey,2011,28,8,19,3529
States,New Mexico,2011,28,46,12,4869
States,New York,2011,28,3,60,5167
States,North Carolina,2011,28,19,21,4495
States,North Dakota,2011,28,0,5,1260
States,Ohio,2011,28,6,31,8506
States,Oklahoma,2011,28,2,14,1884
States,Oregon,2011,28,10,11,1794
States,Pennsylvania,2011,28,55,34,10213
States,Rhode Island,2011,28,0,17,3952
States,South Carolina,2011,28,4,12,3521
States,South Dakota,2011,28,21,16,4186
States,Tennessee,2011,28,1,49,8120
States,Texas,2011,28,384,46,34592
States,Utah,2011,28,5,13,5797
States,Vermont,2011,28,12,7,1687
States,Virginia,2011,28,357,79,56725
States,Washington,2011,28,0,4,389
States,West Virginia,2011,28,14,28,7583
States,Wisconsin,2011,28,7,32,2389
States,Wyoming,2011,28,4,13,1592
States,Alabama,2011,29,74,16,5434
States,Alaska,2011,29,6,6,1890
States,Arizona,2011,29,77,61,20891
States,Arkansas,2011,29,0,3,811
States,California,2011,29,327,78,22484
States,Colorado,2011,29,75,10,18459
States,Connecticut,2011,29,0,7,1389
States,Delaware,2011,29,0,0,0
States,Georgia,2011,29,154,48,30012
States,Hawaii,2011,29,16,16,1419
States,Idaho,2011,29,32,7,3457
States,Illinois,2011,29,335,52,29379
States,Indiana,2011,29,19,31,6375
States,Iowa,2011,29,0,6,1106
States,Kansas,2011,29,14,19,3473
States,Kentucky,2011,29,26,9,13902
States,Louisiana,2011,29,180,20,14738
States,Maine,2011,29,25,20,4139
States,Maryland,2011,29,67,7,5546
States,Massachusetts,2011,29,163,27,21951
States,Michigan,2011,29,38,34,9849
States,Minnesota,2011,29,15,8,3201
States,Mississippi,2011,29,287,41,15607
States,Missouri,2011,29,2,21,2684
States,Montana,2011,29,0,4,1158
States,Nebraska,2011,29,2,10,1347
States,Nevada,2011,29,30,20,6604
States,New Hampshire,2011,29,1,17,3036
States,New Jersey,2011,29,4,18,3724
States,New Mexico,2011,29,57,13,4702
States,New York,2011,29,7,60,4808
States,North Carolina,2011,29,13,19,4096
States,North Dakota,2011,29,0,6,1260
States,Ohio,2011,29,8,31,8290
States,Oklahoma,2011,29,2,15,1943
States,Oregon,2011,29,6,11,1919
States,Pennsylvania,2011,29,60,34,10014
States,Rhode Island,2011,29,2,17,3770
States,South Carolina,2011,29,4,13,3897
States,South Dakota,2011,29,18,15,3918
States,Tennessee,2011,29,1,49,7610
States,Texas,2011,29,260,45,32713
States,Utah,2011,29,14,12,4395
States,Vermont,2011,29,16,7,1921
States,Virginia,2011,29,353,79,56413
States,Washington,2011,29,0,4,477
States,West Virginia,2011,29,6,26,6990
States,Wisconsin,2011,29,3,31,1904
States,Wyoming,2011,29,3,11,1590
States,Alabama,2011,30,77,17,5868
States,Alaska,2011,30,8,6,1948
States,Arizona,2011,30,67,61,20419
States,Arkansas,2011,30,1,3,787
States,California,2011,30,303,79,22421
States,Colorado,2011,30,70,9,18971
States,Connecticut,2011,30,0,6,1324
States,Delaware,2011,30,0,0,0
States,Georgia,2011,30,181,43,28762
States,Hawaii,2011,30,20,15,1316
States,Idaho,2011,30,20,7,3042
States,Illinois,2011,30,356,52,30106
States,Indiana,2011,30,18,30,6406
States,Iowa,2011,30,0,6,1067
States,Kansas,2011,30,14,20,4068
States,Kentucky,2011,30,2,7,15268
States,Louisiana,2011,30,169,20,14913
States,Maine,2011,30,19,20,4222
States,Maryland,2011,30,46,5,1935
States,Massachusetts,2011,30,154,27,21731
States,Michigan,2011,30,30,34,10022
States,Minnesota,2011,30,4,5,2482
States,Mississippi,2011,30,235,42,15470
States,Missouri,2011,30,1,20,2626
States,Montana,2011,30,0,5,1406
States,Nebraska,2011,30,4,11,1513
States,Nevada,2011,30,34,19,6580
States,New Hampshire,2011,30,0,17,3040
States,New Jersey,2011,30,11,17,3894
States,New Mexico,2011,30,45,12,4776
States,New York,2011,30,7,60,5100
States,North Carolina,2011,30,17,19,4483
States,North Dakota,2011,30,0,7,1321
States,Ohio,2011,30,3,30,8484
States,Oklahoma,2011,30,2,15,1974
States,Oregon,2011,30,10,11,1845
States,Pennsylvania,2011,30,54,34,10237
States,Rhode Island,2011,30,0,16,3684
States,South Carolina,2011,30,14,13,3720
States,South Dakota,2011,30,24,16,4197
States,Tennessee,2011,30,0,45,7445
States,Texas,2011,30,298,44,32115
States,Utah,2011,30,8,12,3843
States,Vermont,2011,30,15,6,1366
States,Virginia,2011,30,369,76,54767
States,Washington,2011,30,0,5,638
States,West Virginia,2011,30,9,25,6977
States,Wisconsin,2011,30,5,30,1906
States,Wyoming,2011,30,2,11,1650
States,Alabama,2011,31,14,14,4115
States,Alaska,2011,31,7,7,1895
States,Arizona,2011,31,91,61,21769
States,Arkansas,2011,31,0,2,458
States,California,2011,31,91,74,16447
States,Colorado,2011,31,93,11,19390
States,Connecticut,2011,31,0,6,1209
States,Delaware,2011,31,0,0,0
States,Georgia,2011,31,186,46,26945
States,Hawaii,2011,31,2,14,1398
States,Idaho,2011,31,13,7,3356
States,Illinois,2011,31,351,51,25231
States,Indiana,2011,31,14,30,6592
States,Iowa,2011,31,1,6,1088
States,Kansas,2011,31,6,16,3116
States,Kentucky,2011,31,23,8,10098
States,Louisiana,2011,31,109,19,12490
States,Maine,2011,31,14,20,3885
States,Maryland,2011,31,78,6,4527
States,Massachusetts,2011,31,153,27,23486
States,Michigan,2011,31,41,30,7260
States,Minnesota,2011,31,18,8,3199
States,Mississippi,2011,31,225,42,15384
States,Missouri,2011,31,3,19,2447
States,Montana,2011,31,0,5,1241
States,Nebraska,2011,31,1,10,1340
States,Nevada,2011,31,38,20,6800
States,New Hampshire,2011,31,1,17,3246
States,New Jersey,2011,31,13,16,3449
States,New Mexico,2011,31,52,14,5425
States,New York,2011,31,8,59,4677
States,North Carolina,2011,31,11,19,4193
States,North Dakota,2011,31,5,10,3567
States,Ohio,2011,31,13,31,8019
States,Oklahoma,2011,31,1,12,1972
States,Oregon,2011,31,8,11,1782
States,Pennsylvania,2011,31,50,31,9626
States,Rhode Island,2011,31,1,15,3813
States,South Carolina,2011,31,6,11,3361
States,South Dakota,2011,31,22,16,4159
States,Tennessee,2011,31,2,50,8169
States,Texas,2011,31,317,45,33473
States,Utah,2011,31,4,13,4704
States,Vermont,2011,31,14,6,1385
States,Virginia,2011,31,320,73,57113
States,Washington,2011,31,0,5,578
States,West Virginia,2011,31,5,26,6690
States,Wisconsin,2011,31,1,32,2092
States,Wyoming,2011,31,2,13,2104
States,Alabama,2011,32,111,18,6194
States,Alaska,2011,32,9,7,1841
States,Arizona,2011,32,69,61,22432
States,Arkansas,2011,32,5,3,664
States,California,2011,32,295,80,21741
States,Colorado,2011,32,69,12,19647
States,Connecticut,2011,32,0,6,1478
States,Delaware,2011,32,0,0,0
States,Georgia,2011,32,241,45,29839
States,Hawaii,2011,32,8,15,1706
States,Idaho,2011,32,23,7,3297
States,Illinois,2011,32,316,52,31238
States,Indiana,2011,32,12,28,6222
States,Iowa,2011,32,1,6,1190
States,Kansas,2011,32,8,19,3829
States,Kentucky,2011,32,0,7,13874
States,Louisiana,2011,32,113,17,10437
States,Maine,2011,32,15,19,3593
States,Maryland,2011,32,55,6,5363
States,Massachusetts,2011,32,164,27,24138
States,Michigan,2011,32,35,30,8067
States,Minnesota,2011,32,12,8,3310
States,Mississippi,2011,32,247,41,15250
States,Missouri,2011,32,1,20,2592
States,Montana,2011,32,0,5,1330
States,Nebraska,2011,32,2,10,1482
States,Nevada,2011,32,30,20,6960
States,New Hampshire,2011,32,0,17,3129
States,New Jersey,2011,32,16,15,2206
States,New Mexico,2011,32,50,13,5269
States,New York,2011,32,6,59,4784
States,North Carolina,2011,32,11,18,3995
States,North Dakota,2011,32,7,9,3873
States,Ohio,2011,32,14,30,8133
States,Oklahoma,2011,32,0,0,0
States,Oregon,2011,32,9,10,1859
States,Pennsylvania,2011,32,62,34,9857
States,Rhode Island,2011,32,0,17,3641
States,South Carolina,2011,32,5,11,3567
States,South Dakota,2011,32,18,15,4179
States,Tennessee,2011,32,2,51,8620
States,Texas,2011,32,302,43,36805
States,Utah,2011,32,12,12,4596
States,Vermont,2011,32,15,6,1506
States,Virginia,2011,32,355,83,60282
States,Washington,2011,32,0,5,647
States,West Virginia,2011,32,8,25,6751
States,Wisconsin,2011,32,5,30,2162
States,Wyoming,2011,32,3,13,2470
States,Alabama,2011,33,130,18,6006
States,Alaska,2011,33,6,7,1859
States,Arizona,2011,33,98,60,22467
States,Arkansas,2011,33,2,2,526
States,California,2011,33,284,82,24405
States,Colorado,2011,33,77,12,19636
States,Connecticut,2011,33,2,6,1471
States,Delaware,2011,33,0,0,0
States,Georgia,2011,33,284,45,31159
States,Hawaii,2011,33,7,14,950
States,Idaho,2011,33,24,7,3335
States,Illinois,2011,33,370,52,32198
States,Indiana,2011,33,17,32,7077
States,Iowa,2011,33,0,2,595
States,Kansas,2011,33,2,20,4373
States,Kentucky,2011,33,2,7,15050
States,Louisiana,2011,33,121,17,10781
States,Maine,2011,33,18,19,3741
States,Maryland,2011,33,52,6,5606
States,Massachusetts,2011,33,142,27,23384
States,Michigan,2011,33,42,33,9746
States,Minnesota,2011,33,8,4,842
States,Mississippi,2011,33,304,42,15556
States,Missouri,2011,33,1,20,2883
States,Montana,2011,33,0,5,1392
States,Nebraska,2011,33,5,9,1352
States,Nevada,2011,33,31,20,6927
States,New Hampshire,2011,33,1,17,3180
States,New Jersey,2011,33,13,17,3474
States,New Mexico,2011,33,54,10,4674
States,New York,2011,33,7,59,5306
States,North Carolina,2011,33,23,20,4324
States,North Dakota,2011,33,8,10,4054
States,Ohio,2011,33,4,31,8462
States,Oklahoma,2011,33,6,15,1953
States,Oregon,2011,33,8,11,2085
States,Pennsylvania,2011,33,56,32,9727
States,Rhode Island,2011,33,0,15,3337
States,South Carolina,2011,33,4,13,4464
States,South Dakota,2011,33,15,16,4480
States,Tennessee,2011,33,6,50,9625
States,Texas,2011,33,372,45,38515
States,Utah,2011,33,11,13,5028
States,Vermont,2011,33,26,6,1430
States,Virginia,2011,33,409,83,60376
States,Washington,2011,33,0,5,847
States,West Virginia,2011,33,13,26,7076
States,Wisconsin,2011,33,2,30,1787
States,Wyoming,2011,33,5,12,2172
States,Alabama,2011,34,142,17,6164
States,Alaska,2011,34,3,6,1817
States,Arizona,2011,34,128,60,21843
States,Arkansas,2011,34,6,3,1041
States,California,2011,34,350,83,25958
States,Colorado,2011,34,78,12,19431
States,Connecticut,2011,34,1,7,1846
States,Delaware,2011,34,0,0,0
States,Georgia,2011,34,406,46,34030
States,Hawaii,2011,34,17,15,1752
States,Idaho,2011,34,14,6,3342
States,Illinois,2011,34,398,52,32722
States,Indiana,2011,34,28,32,8293
States,Iowa,2011,34,1,6,1850
States,Kansas,2011,34,12,20,4548
States,Kentucky,2011,34,3,8,15515
States,Louisiana,2011,34,198,17,13682
States,Maine,2011,34,17,19,3608
States,Maryland,2011,34,78,6,5317
States,Massachusetts,2011,34,143,27,23760
States,Michigan,2011,34,51,35,10332
States,Minnesota,2011,34,20,9,3561
States,Mississippi,2011,34,404,40,15680
States,Missouri,2011,34,1,19,3143
States,Montana,2011,34,0,5,2168
States,Nebraska,2011,34,3,10,1570
